n20321g	擎天寨搜王喆	4	(-1434.724, 168.8622, -191.9988),(-1440.222, 166.809, -162.8854),(-1466.304, 169.8368, -170.8292)	4
n20321h	擎天寨搜王喆	4	(-1451.523, 157.604, -134.9779),(-1433.002, 156.7256, -139.538),(-1416.477, 157.5283, -147.6135)	5
n20321j	擎天寨搜王喆	4	(-1480.217, 169.7605, -162.605),(-1469.275, 168.0803, -148.6233),(-1455.464, 166.754, -152.9829)	4
n20321k	擎天寨搜王喆	4	(-1459.726, 170.7747, -180.0428),(-1498.979, 170.6853, -146.382),(-1507.053, 173.2892, -157.4912)	5
n20321m	擎天寨搜王喆	4	(-1481.045, 157.3103, -119.8009),(-1459.774, 153.0824, -116.1031),(-1459.533, 157.6168, -131.3274)	3
n20321n	擎天寨搜王喆	4	(-1408.701, 158.7257, -170.4724),(-1420.116, 158.7608, -154.1743),(-1409.303, 156.4809, -151.1472)	3
n20321p	擎天寨搜王喆	4	(-1541.354, 170.7084, -123.5593),(-1536.624, 171.186, -91.16016),(-1532.204, 170.8827, -103.4203)	4
n20321q	擎天寨搜王喆	4	(-1517.042, 165.1986, -122.4277),(-1510.917, 158.6596, -91.98645),(-1518.916, 156.3518, -81.5116)	3
n20321r	擎天寨眾搜索王喆	2	(-1537.849, 176.8789, -142.179),(-1556.206, 177.1277, -140.3911),(-1548.568, 171.4553, -127.5862)	3
n20321s	擎天寨眾搜索王喆	2	(-1524.945, 166.0454, -124.0924),(-1507.767, 159.711, -99.2313),(-1514.041, 156.6012, -73.60559)	4
n20322	擎天寨眾搜索王喆	4	(-1536.02, 188.843, -203.27),(-1521.271, 185.7166, -181.4017),(-1518.767, 187.8094, -206.6661)	6
n20323	擎天寨眾搜索王喆	4	(-1499.447, 187.4705, -187.825),(-1496.589, 188.5368, -216.0125),(-1477.228, 187.4203, -206.9169)	6
n20324	擎天寨眾搜索王喆	4	(-1553.951, 176.5745, -138.5997),(-1531.326, 176.8533, -141.7452),(-1535.749, 176.9552, -158.1018)	6
n20325	擎天寨眾搜索王喆	4	(-1495.99, 170.91, -146.61),(-1515.29, 175.107, -154.42),(-1479.309, 170.154, -164.262)	6
n20326	擎天寨眾搜索王喆	4	(-1453.735, 167.3119, -164.5862),(-1445.315, 169.1849, -186.4304),(-1426.779, 169.781, -190.8334)	6
n20327	擎天寨眾搜索王喆	4	(-1501.698, 187.8104, -204.6268),(-1528.08, 186.439, -190.33)	6
n20330	豹王寨流寇	2	(-373.3118, 187.2798, -1376.063),(-381.1849, 188.3995, -1382.333),(-405.8522, 191.0828, -1398.21)	5
n20331	豹王寨流寇	4	(-379.4429, 190.6608, -1390.307),(-386.999, 188.9597, -1384.259),(-386.9883, 186.5147, -1370.063)	4
n20334	豹王寨流寇	4	(-393.5111, 187.4438, -1372.661),(-412.4137, 188.2433, -1368.516),(-426.3652, 190.368, -1365.861)	4
n20335	豹王寨流寇	4	(-406.9264, 189.8861, -1381.68),(-420.52, 192.5262, -1391.058),(-431.6743, 194.4059, -1384.672)	5
n20336	豹王寨流寇	4	(-419.9965, 191.1387, -1376.896),(-401.7676, 189.8467, -1388.907),(-392.1206, 192.6135, -1401.288)	3
n20337	豹王寨流寇	4	(-405.7056, 195.0278, -1414.851),(-431.7704, 198.1786, -1409.881),(-443.9355, 197.9823, -1404.725)	2
n20338	豹王寨流寇	4	(-443.9355, 197.9823, -1404.725),(-415.1266, 193.6059, -1406.462),(-429.24, 198.53, -1416.5)	3
n20339	豹王寨流寇	4	(-430.3813, 196.6243, -1399.93),(-442.437, 196.0114, -1387.619),(-440.62, 193.8209, -1373.94)	3
n20340	豹王寨流寇	4	(-460.554, 196.9357, -1387.83),(-484.446, 200.9897, -1391.471),(-473.9363, 200.7386, -1416.269)	4
n20343	豹王寨流寇	4	(-460.9252, 198.1827, -1413.508),(-444.7976, 201.1541, -1415.631),(-426.061, 200.9098, -1427.354)	3
n20344	豹王寨流寇	4	(-484.6459, 204.2286, -1421.477),(-474.1198, 198.6717, -1391.003),(-495.5619, 208.4607, -1437.771)	5
n20345	豹王寨流寇	4	(-484.0538, 206.0869, -1432.708),(-461.1804, 201.8052, -1426.692),(-480.8856, 211.6009, -1453.393)	3
n20347	豹王寨流寇	4	(-546.889, 210.3391, -1414.329),(-530.4092, 209.2896, -1437.215),(-500.8519, 209.9597, -1442.604)	4
n20348	豹王寨流寇	4	(-517.9054, 210.7979, -1419.919),(-552.4744, 209.9444, -1427.764),(-545.3965, 209.4135, -1450.889)	3
n20349	豹王寨流寇	4	(-591.4669, 210.5334, -1442.16),(-611.6436, 206.9183, -1452.323),(-556.8484, 210.8081, -1452.429)	3
n20350	豹王寨流寇	4	(-533.2561, 211.4629, -1458.307),(-479.54, 220.6854, -1474.948),(-505.3192, 210.746, -1430.667)	3
n20351	豹王寨流寇	4	(-520.1329, 213.1687, -1457.191),(-477.1066, 209.1566, -1447.452),(-516.2415, 210.3262, -1441.29)	3
n20352	豹王寨流寇	3	(20, 20, 20)	0
n20353	豹王寨流寇	3	(20, 20, 20)	0
n20354	豹王寨流寇	3	(20, 20, 20)	0
n20372	狼蠻士兵	4	(-904.6201, 69.97478, 477.1766),(-904.4905, 69.44322, 498.5684),(-925.4921, 70.60657, 506.3188)	3
n20373	狼蠻士兵	4	(-851.6606, 67.46535, 474.6858),(-858.579, 68.5772, 492.1814),(-878.2047, 68.87727, 473.0615)	4
n20374	狼蠻士兵	3	(20, 20, 20)	5
n20375	狼蠻士兵	4	(-802.745, 66.79083, 520.2247),(-806.8445, 69.05932, 542.8351),(-822.3499, 69.47006, 538.9212)	3
n20376	狼蠻士兵	4	(-944.5496, 71.11451, 500.17),(-938.0256, 70.33174, 517.7535),(-802.745, 66.79083, 520.2247)	4
n20377	狼蠻士兵	2	(-836.0134, 66.83273, 598.0489),(-861.5161, 66.21895, 606.9711),(-888.2588, 69.10947, 616.4644)	5
n20378	狼蠻士兵	4	(-799.1543, 68.87859, 545.4749),(-793.647, 64.9955, 566.3338),(-815.1036, 66.50254, 585.3716)	3
n20379	狼蠻士兵	4	(-798.8158, 64.81866, 582.4261),(-829.958, 68.02131, 576.2521),(-844.6816, 65.28938, 605.9264)	2
n20380	狼蠻士兵	4	(-929.9589, 69.55868, 493.8735),(-926.2054, 71.30083, 469.637),(-898.918, 69.22064, 461.0574)	4
n20381	狼蠻士兵	3	(15, 15, 15)	3
n20382	狼蠻士兵	3	(15, 15, 15)	2
n20383	狼蠻士兵	3	(15, 15, 15)	3
n20384	狼蠻士兵	3	(15, 15, 15)	2
n20385	狼蠻士兵	3	(15, 15, 15)	3
n20386	狼蠻士兵	4	(-945.6573, 72.26507, 546.184),(-933.5419, 73.21291, 566.8627),(-916.9282, 72.81482, 590.0077)	2
n20396	狼蠻士兵	3	(20, 20, 20)	4
n20424	狼蠻兵	4	(-901.0028, 70.06173, 778.2177),(-903.9792, 69.70763, 791.7639),(-913.9868, 71.02113, 805.9645)	3
n20425	狼蠻兵	4	(-922.4243, 73.40697, 834.0508),(-915.4805, 76.19769, 855.9573),(-907.0431, 75.37486, 843.1881)	4
n20426	狼蠻兵	4	(-917.2117, 71.39145, 822.3344),(-896.0566, 76.47446, 832.1719),(-900.2278, 72.91963, 812.8671)	5
n20427	狼蠻兵	4	(-902.2328, 75.50626, 862.0118),(-902.6283, 76.59151, 875.4068),(-927.8187, 78.05659, 859.502)	2
n20428	狼蠻兵	4	(-879.8641, 76.02447, 895.2668),(-865.5715, 75.03871, 891.5178),(-893.6615, 76.3341, 882.4002)	3
n20429	狼蠻兵	4	(-862.142, 74.75193, 903.4568),(-873.2283, 76.01371, 927.063),(-850.1646, 73.01936, 937.8113)	4
n20430	狼蠻兵	4	(-829.8488, 71.76521, 945.5085),(-834.8788, 71.86281, 932.9131),(-814.0922, 71.25256, 940.7585)	5
n20431	狼蠻兵	4	(-849.4607, 73.85283, 888.1716),(-830.4658, 70.15485, 903.5692),(-819.8356, 69.93474, 877.7696)	2
n20432	狼蠻兵	4	(-837.0286, 71.52567, 879.9368),(-820.3578, 68.8963, 893.2664),(-819.92, 69.09106, 908.0167)	3
n20433	狼蠻兵	4	(-810.9581, 69.88805, 925.8489),(-811.6812, 71.55029, 943.3398),(-836.6079, 71.05302, 956.2571)	4
n20434	狼蠻兵	4	(-803.1362, 71.03895, 931.9626),(-797.3735, 69.53916, 908.2069),(-791.0414, 73.21477, 939.1829)	5
n20435	狼蠻兵	4	(-801.9874, 68.30764, 886.1786),(0, 0, 0),(-809.5281, 71.20911, 858.4414)	3
n20486	狼蠻兵	4	(-848.0742, 67.26749, 1117.824),(-831.8623, 68.54027, 1122.681),(-826.8739, 68.38904, 1088.056)	3
n20487	狼蠻兵	4	(-817.2802, 68.15842, 1111.069),(-843.0927, 66.67297, 1091.275),(-861.653, 65.70915, 1110.794)	4
n20587	西北士兵	3	(15, 15, 15)	6
n21027	狼	4	(-733.41, 152.12, -1408.85),(-733.1765, 155.0841, -1420.573),(-737.4623, 153.9423, -1415.494)	6
n21030	狼	4	(-747.4283, 152.3525, -1409.005),(-753.8599, 154.9903, -1419.091),(-744.3984, 151.0492, -1403.809)	5
n21031	狼	4	(-719.6823, 148.9291, -1392.419),(-711.4111, 148.024, -1400.695),(-707.0391, 145.3863, -1382.509),(-717.8176, 147.9367, -1382.169)	5
n21037	狼	4	(-677.8185, 144.0956, -1399.313),(-673.1235, 138.8718, -1384.106),(-672.5959, 142.1737, -1391.537)	6
n21038	狼	4	(-699.1965, 149.4191, -1349.509),(-702.6869, 150.7864, -1357.915),(-699.52, 150.71, -1361.46)	4
n21041	狼	4	(-684.5593, 149.4073, -1343.635),(-679.5714, 148.6093, -1339.233),(-685.54, 148.032, -1338.086)	4
n21042	狼	4	(-644.1837, 132.9671, -1338.742),(-646.4309, 131.9416, -1334.066),(-643.259, 132.0266, -1333.135)	5
n21043	狼	4	(-637.053, 132.3112, -1328.569),(-635.1633, 134.2815, -1337.778),(-639.1365, 132.8173, -1333.455)	6
n21047	狼	4	(-695.5624, 160.6668, -1450.406),(-706.3456, 159.8394, -1445.531),(-700.7783, 160.7496, -1448.971)	4
n39001	水牛	2	(-36.24643, 115.8222, -919.799),(45.70703, 114.5807, -912.9756),(-6.646729, 115.4339, -906.4954)	8
n39002	水牛	2	(149.3721, 98.68092, -929.6971),(193.51, 99.30035, -977.7993),(176.7114, 99.01083, -948.0576)	6
n39003		4	(115.2573, 114.7107, -981.9634),(120.896, 114.6722, -1006.975),(135.022, 114.9609, -1024.848)	10
n39004	水牛	2	(-179.2424, 111.3195, -954.6768),(-169.75, 110.58, -994.52),(-156.49, 111.05, -912.13)	8
n40026	黑虎	4	(903.8186, 76.33, 1306.583),(902.96, 78.547, 1318.731),(886.32, 80.441, 1319.827),(883.5, 75.84, 1305.36),(895.2374, 75.75, 1299.788)	2
n40098	毒殭	3	(6, 6, 6)	0
n53010	武人	3	(20, 20, 20)	0
n55001	營地巡邏流寇	3	(30, 30, 30)	3
n59002	黑狼王	4	(46.88696, 210.8106, -1300.976),(37.49463, 210.8106, -1306.899),(42.51465, 210.8106, -1307.136)	7
n59002_001	大灰狼	1	(178.3018, 105.515, -1216.826),(176.1714, 105.4017, -1212.831),(174.7837, 108.3798, -1225.049)	5
n59002_001b	野狼	3	(20, 20, 20)	4
n59002_002	灰狼	1	(182.6707, 105.8825, -1219.471),(188.9265, 104.7931, -1218.771),(189.3784, 105.7259, -1223.748)	7
n59002_011	大灰狼	4	(254.0381, 87.66824, -1217.449),(249.3123, 88.2749, -1216.037),(253.6948, 87.43133, -1209.99),(257.4424, 86.95296, -1209.345)	5
n59002_012	灰狼	4	(257.2476, 87.21786, -1216.994),(266.3066, 85.46329, -1218.817),(260.5464, 86.82424, -1226.08)	8
n59002_021	大灰狼	4	(15.9856, 196.3759, -1399.757),(8.968506, 197.3784, -1396.342),(11.20728, 197.4906, -1402.937),(8.189697, 197.4288, -1399.85)	4
n59002_031	大灰狼	4	(220.4446, 132.7751, -1440.562),(226.8894, 131.134, -1437.258),(223.4636, 130.3874, -1447.327),(218.2239, 133.8414, -1438.186)	5
n59002_041	大灰狼	1	(109.3882, 168.5692, -1346.372),(114.9985, 167.9068, -1341.441),(123.4875, 166.0684, -1346.903),(119.1162, 169.3053, -1354.22),(111.5925, 170.5311, -1356.124)	4
n59002_042	灰狼	4	(120.69, 166.22, -1347.07),(116.3652, 167.2241, -1346.384),(117.6987, 168.2665, -1351.42)	6
n59002_051	大灰狼	1	(-102.5121, 190.6546, -1311.048),(-98.48218, 190.655, -1310.374),(-109.3391, 192.2593, -1309.309)	5
n59002_061	大灰狼	1	(-64.76147, 187.1906, -1262.204),(-59.94739, 187.5094, -1263.164),(-61.10083, 187.1153, -1270.346),(-73.36353, 187.5923, -1259.149)	5
n59002_062	灰狼	4	(-62.73389, 187.2244, -1266.092),(-68.29016, 187.9919, -1269.343),(-71.1676, 187.3481, -1264.904)	7
n59002_071	大灰狼	4	(-241.9269, 100.9488, -1141.826),(-242.7412, 100.8458, -1149.876),(-239.2523, 100.5818, -1145.058)	5
n59002_091	大灰狼	4	(-46.58301, 186.7831, -1351.982),(-47.27197, 187.2609, -1355.911),(-47.57849, 186.8172, -1348.52)	7
n59002_092	灰狼	4	(-44.12097, 187.2494, -1348.135),(-48.13684, 187.1203, -1345.224),(-52.09302, 187.1595, -1346.882),(-39.05908, 187.4794, -1352.784)	5
n59002_101	大灰狼	4	(42.49146, 210.8743, -1298.07),(37.4939, 210.8153, -1303.914),(38.94312, 211.0809, -1297.207)	4
n59002_102	大灰狼	4	(49.24658, 210.8106, -1306.327),(43.41797, 210.8106, -1308.902),(50.12305, 210.8106, -1303.107)	5
n59003_001	野豬	3	(20, 20, 20)	4
n59004	野熊	3	(15, 15, 15)	5
n59005	野虎	3	(15, 15, 15)	4
n59006	野猴	3	(8, 8, 8)	3
n59007	野豹	3	(10, 10, 10)	4
n60258a	拱石村野豬	4	(60.55298, 122.4538, -1007.201),(101.4497, 122.1768, -1011.068),(88.57275, 122.0146, -982.0068),(80.66431, 122.2017, -994.9812),(81.58154, 122.5718, -971.6553),(96.13501, 122.176, -1045.512)	3
n60258ab	野豬	4	(57.48438, 122.2703, -999.0259),(64.9729, 121.8346, -986.7373),(52.04468, 122.437, -1010.305)	6
n60258ac	野豬	4	(90.18, 122.2, -979.97),(73.91016, 123.2986, -985.7988),(74.25195, 123.4709, -967.3704)	7
n60258ad	野豬	2	(94.94971, 123.548, -976.5405),(101.9172, 123.5915, -993.7354),(108.155, 123.9974, -1025.626)	5
n60258b	拱石村野豬	4	(128.7026, 114.7143, -1043.045),(120.9609, 115.2557, -1075.073),(133.7688, 115.198, -1061.124)	5
n60258bb	野豬	4	(122.52, 114.5582, -1044.78),(126.8013, 114.9927, -1069.728),(111.8008, 117.2781, -1077.373)	5
n60258c	拱石村野豬	4	(163.1843, 107.8659, -983.0925),(147.4189, 107.4244, -957.8694),(139.0762, 107.4982, -949.2119)	4
n60258cb	野豬	4	(167.2483, 107.208, -998.292),(151.0305, 106.6422, -985.9854),(154.4429, 106.4288, -1010.225)	7
n60258d	拱石村野豬	4	(139.1113, 98.69875, -915.0962),(139.1113, 98.69875, -915.0962)	5
n60258e	拱石村野豬	4	(110.1414, 112.5884, -940.6165),(95.39795, 110.2209, -891.9561),(53.97974, 110.4988, -864.7021),(21.96826, 111.9229, -856.7859)	3
n60258eb	野豬	4	(29.84985, 110.5756, -844.2412),(23.24683, 111.1611, -854.8987),(10.2041, 110.4045, -844.5618)	4
n60258ec	野豬	2	(72.65918, 114.0058, -937.729),(62.53613, 115.8398, -950.2905),(60.41455, 120.0038, -979.4653)	4
n60258f	拱石村野豬	4	(31.49292, 111.7933, -869.842),(83.21826, 110.8171, -893.9258),(98.43286, 110.362, -931.7488)	5
n60258fb	野豬	4	(-20.08582, 111.7494, -860.9373),(-43.97949, 111.9197, -875.7319),(-46.60913, 112.973, -887.061)	9
n60258g	拱石村野豬	4	(35.84204, 113.6152, -886.699),(-11.00562, 113.9795, -887.9648),(-38.54517, 114.709, -900.9834)	3
n60258gb	野豬	0	(83.11963, 112.8106, -928.5146),(70.47778, 112.9373, -908.6055),(57.07617, 114.3435, -918.491)	5
n60258h	拱石村野豬	4	(-96.1897, 114.972, -932.5176),(-135.1622, 115.3038, -987.2104)	5
n60258hb	野豬	0	(-87.42554, 118.4206, -950.8508),(-90.05029, 115.4634, -932.9063),(-90.99414, 112.7806, -914.5264)	5
n60258hc	野豬	2	(-151.222, 113.1683, -943.5449),(-135.9893, 113.8795, -934.77),(-120.8773, 113.703, -926.9629)	8
n60258hd	野豬	2	(-83.79382, 112.4175, -889.7451),(-87.86609, 112.0696, -901.0945),(-110.87, 110.472, -898.05)	7
n60258he	野豬	4	(-139.0128, 110.8342, -906.0737),(-161.6143, 111.1105, -918.0195),(-176.491, 111.2431, -942.6025)	6
n60258i	拱石村野豬	4	(-99.71399, 147.712, -1128.087),(-92.35449, 148.445, -1136.963),(-84.45764, 149.33, -1129.358)	3
n60258ib	野豬	2	(-126.6948, 146.254, -1176.295),(-139.36, 142.544, -1151.88),(-134.4446, 143.2997, -1127.227)	4
n60258ic	野豬	4	(-134.8713, 143.2756, -1127.973),(-126.356, 144.1425, -1114.137),(-119.4225, 145.0443, -1131.413)	3
n60426	毒殭	3	(15, 15, 15)	0
n60519	太華門廣場	3	(20, 20, 20)	0
n60543	尋珍閣幫眾	3	(10, 10, 10)	0
n60593	遂心島流寇	3	(6, 6, 6)	0
n70066		1	(361.68, 63.44215, 939),(366.877, 63.44217, 935.1686),(370.0009, 63.44216, 928.2643),(373.2678, 63.44216, 920.5704),(370.0861, 63.44215, 917.3073),(364.9543, 63.44216, 925.292),(368.7515, 63.44215, 931.8748),(365.9441, 63.44217, 938.6782)	2
n70067		1	(310.009, 66.75569, 915.78),(317.8872, 66.28519, 915.8911),(326.793, 66.54718, 915.5272),(332.6393, 66.55489, 911.5546),(340.7442, 65.96288, 914.0193),(346.4628, 65.54672, 916.8069),(353.7308, 64.87525, 916.72),(359.8935, 64.32468, 917.4407)	2
n70068		1	(358.9338, 64.23627, 919.1447),(352.6652, 64.99581, 918.7402),(344.7819, 65.78983, 919.4168),(334.8333, 66.40358, 918.769),(326.5063, 66.66869, 917.4511),(316.9821, 66.32555, 917.4958)	2
n80028		1	(-46.99048, 177.1814, -1199.128),(-48.67798, 176.5941, -1191.111),(-41.40771, 176.1478, -1193.799)	2
n80028a		4	(-7.797607, 165.3687, -1171.096),(-5.713745, 165.9627, -1175.115),(-2.410278, 163.896, -1170.822)	2
n80028b		1	(31.17285, 156.8413, -1177.359),(24.03589, 155.8197, -1180.028),(27.29346, 155.2799, -1174.403)	2
n80028c		1	(35.76855, 139.9771, -1114.298),(28.53296, 139.2254, -1111.277),(31.76563, 139.4438, -1103.864),(39.53296, 140.6203, -1107.504)	2
n80032		1	(88.33105, 139.5491, -1158.669),(95.04834, 140.2901, -1157.272),(90.16089, 140.6073, -1149.906)	2
n80032a		1	(88.33105, 139.5491, -1158.669),(95.04834, 140.2901, -1157.272),(90.16089, 140.6073, -1149.906)	2
n80032b		4	(-114.1238, 146.6025, -1118.219),(-110.1477, 146.9045, -1119.965),(-113.322, 146.2518, -1124.132)	2
n80032c		1	(-152.1039, 144.0613, -1170.265),(-147.4081, 144.1584, -1165.028),(-143.1455, 144.1754, -1167.442),(-143.8182, 144.9758, -1172.265)	2
n80051		1	(-153.7849, 84.00634, -859.5881),(-157.7886, 83.20811, -852.9751),(-166.1699, 83.46984, -855.9089),(-164.2279, 84.87957, -862.249)	2
n80088		1	(-227.1288, 77.83972, -522.9727),(-227.1171, 78.421, -534.25),(-232.82, 80.32, -549.09),(-252.9151, 80.72, -549.0853),(-259.03, 79.4, -537.74),(-251.4087, 78.396, -522.5057),(-242.5198, 78.107, -520.2932)	3
n80103b	小童煩惱	1	(5.623, 151.926, -1069.045),(8.28531, 151.926, -1071.796),(4.96, 151.536, -1072.09)	2
n80131		3	(409.8127, 71.53416, 407.7451),(398.9116, 71.35719, 413.4784),(390.4443, 71.78413, 405.7354),(399.457, 71.7843, 404.8723),(412.5112, 71.78371, 398.4298),(404.5959, 71.79019, 385.1077),(391.9412, 71.7902, 384.1353),(394.2061, 71.7902, 393.1384),(402.8284, 71.7902, 391.7493),(390.7202, 71.7902, 400.5519),(405.0891, 71.7902, 399.9679)	3
n80132		3	(389.2241, 71.69623, 407.7878),(386.8782, 70.7187, 416.9543),(394.4788, 70.15128, 421.9904),(408.7156, 68.9833, 420.9268),(419.6731, 69.24228, 412.5081),(423.1992, 71.33456, 398.7174),(422.5767, 71.52868, 381.9541),(415.9683, 70.75, 364.1517),(398.6262, 71.7902, 362.7305),(385.26, 71.74931, 378.8293),(385.708, 71.7902, 392.4241)	4
