defaultNickname	Without a title	Don't use any titles			
nick043	After the fact	Physical Constitution increases by 10 points; and each time the character's negative status value increases, the increment is reduced by 30%	(Physique,10)	Player	nick043
nick044	Wulin insiders	Your martial arts power increases as your level grows		Player	nick044
nick045	Having nothing but one's wits	When collecting medicinal herbs and ores, there is a 40% chance to obtain double the amount, but the money earned will be reduced by 20%		Player	nick045
nick046	Heluo Great Heros	Your offensive and defensive skills will improve as your Jianghu reputation rises		Player	nick046
nick080	True Weakling Hero	Well, you are indeed the sissy hero as expected		Player	
nick081	Yulong Zhanshen	When equipped with the Jade Dragon Holy Spear, spear and staff techniques gain +25% power		Player	
nick082	Thief King Supreme	When equipped with the Jade Dragon Divine Spear, spear and staff techniques have a +25% increase in power		Player	
nick083	The Naxi Legend	When equipping the Jade Dragon Divine Gun, spear and staff techniques damage increases by 25%		Player	
nick084	One Hundred Paces, One Shoot	Archery damage increased by 15%		Player	nick084
nick085	Beishan Blue Eagle	Arrow damage increased by 20%		Player	nick085
nick086	Yulong Feiying	Archery damage increased by 25%; when A'De A'Ke is in the team, your and A'De A'Ke's archery damage additionally increases by 15%		Player	nick086
nick091	Deadly Hand	This unit's every strike carries deadly poison!			nick091
nick092	God of Fist	Wulin Supreme, Invincible Fist God!			nick092
nick103	Iron Panther Silver Spear	During battle, Black Panther joins the fray; each turn it increases its move damage by 5%, up to a maximum of 50%		n07003	nick103
nick110	Master	Upon unleashing a critical strike, eliminate all negative states from oneself by 25 points		n50004	nick110
nick101	There is strength in unity	Each turn, increase dodge rate by 2%, with a maximum of 20%		n90425,n90425b	nick101
nick102	A young woman from Qing Village	Enemy units within 2-unit range of He Baishao accumulate 12 points of poison and 6 points of confusion each turn		n51009,n51009b	nick102
nick104	Nanzhao Soldier	Within a 10-unit radius, each friendly unit around Duan Siliang gains an additional 5% critical hit rate at the start of their turn		n90402	nick104
nick105	Ancient and Noble Family	Within a 5-unit range of Dong Jialuo, reduce the enemy's crit rate by 15% at the start of each round		n90403	nick105
nick106	Successor to the Headman	At the start of each turn, restore 15% Lifeforce to allies within a 2-unit radius and increase hit combo rate by 15%		n50048	nick106
nick107	Mu Mansion Warlord	When activating a critical hit, the self-critical hit rate is increased by 20%, and it also applies High Morale to oneself and allies within a range of 2 squares		n50065,n50065b	nick107
nick108	Three Heroic Generals	Within a 2-unit distance around oneself, for each enemy present, an additional 1 point of energy is restored when the self executes a critical hit		n50073a,n50073a2	nick108
nick111	Unrivaled in the world	The second trait has a special title. When the health decreases by 10%, damage increases by 10%. At the start of each turn, negative status is reduced by 20 points		n09998,n09998a	nick111
nick112	Follow one's heart	The Daoist Xin Liang's special title, which increases his counterattack rate and pressure release rate by 25% each round		n70045	nick112
nick114	Executioner	When attacking, each accumulated point of poison on the target increases damage by 1%		n00102	nick114
nick115	Eastern Noble	When using the Thunderbolt Fireball Grenade, there is a 25% chance to attack twice		n90201	nick115
nick116	Southern Leisure	At the beginning of each round, randomly recover between 2 and 8 points of Qi		n20230	nick116
nick117	Western Kitchen	During attack, 50% of the damage is converted into self-lifeforce		n07006	nick117
nick118	Northern Ugly	When triggering a combo, attack power increases by 100% for one round		n07007	nick118
nick119	Wu Xue Zhang (My humble)	Wu Xue Zhang (My humble)			nick119
nick120	The Martial Arts Block (Still)	The Martial Arts Block (Still)			nick120
nick121	The obstacle of martial arts (Soft, gentle)	The obstacle of martial arts (Soft, gentle)			nick121
nick122	Wuxue zhang (Skilled)	Wuxue zhang (Skilled)			nick122
nick123	The Martial Arts Barrier (Move)	The Martial Arts Barrier (Move)			nick123
nick124	Wuxue zhang (Just now)	Wuxue zhang (Just now)			nick124
nick125	Scarlet Alchemist Puppet	During an attack, the target accumulates 2 points of poison value, 2 points of external injury value, and 2 points of tendon damage value		n00095a,n00095b,n00095c,n00095d,n00095e,n00095f	nick125
nick126	Xichuan Military Commander	For enemies within a 3-unit radius, reduce all special attribute values by 25 points each turn		n07001,n07001a	nick126
nick126b	Master of the Merciless Hall	For all enemies within a 3-unit radius around oneself, reduce all skill values by 25 points each turn; when using Wildball Fist, the technique's power is increased by 75%		n07001,n07001a	nick126b
nick127	Primal Push Hands	When activating Move Four Liang to Generate a Thousand Jin, the target accumulates an internal injury value of 10 points. If the target is male, they additionally accumulate an extra 10 points of internal injury		n90215	nick127
nick128	The Cold-Faced Yanwang	When launching a feint, there is a 25% chance to apply Yanwang Somo to the target, reducing their Neigong by 3 points each turn		n07004	nick128
nick129	Life-and-death pursuit	There is a 10% chance to dodge the attack; when performing an evasive maneuver, the practitioner's energy increases by an additional 3 points		n52009,n52009b	nick129
nick130	Extremely hungry	After attacking, there is a 25% chance to consume 1 meat bun from the backpack, and apply Satiated to self, restoring an additional 15% of Lifeforce and 1 point of Energy each turn		n50071,n50071b	nick130
nick131	Expose one's backside	Each attack has a 50% chance to deal 250% damage to the target, and a 50% chance to inflict 25% damage		n20191	nick131
nick132	Mei kai er du	During the combo, deal an additional hit to the target		n60231	nick132
nick133	Great Pot Head	The less your lifeforce, the higher the damage dealt during a critical strike (for every 10% reduction in lifeforce, critical strike damage increases by an additional 10%)		n20000	nick133
nick134	Young Master of the Ye Family	If the target is male, damage increases by 50%; if the target is female, damage decreases by 50%		n20137	nick134
nick135	Ye Family Boss	Each time a move is made, the technique's damage increases by 5%, up to a maximum of 50%		n20146	nick135
nick136	Frost-haired Rakshasa	When an enemy attacks a friendly target within their own counterattack range, there is a 25% chance to retaliate against that enemy		n90602,n90602c	nick136
nick137	Chongwei Yilie	Each round, restore 10% Lifeforce and increase counterattack rate by 10% for allies within a distance of 2 units from yourself		n90603	nick137
nick138	Iron Face Battle Armor	When activating a critical strike, additionally restore 3 points of one's own energy		n20037	nick138
nick139	Butcher of Bloodthirsty People	For each enemy killed, restore an additional 3 points of stamina		n19976,n19976a	nick139
nick140	Great Black Heaven Protect	Each time you move, increase the combo rate and critical hit rate by 8%		n00013,n00013b	nick140
nick141	Boundless Buddha Light	When launching an attack, if the target is a morally degenerate person, damage from techniques increases by 75%		n20586	nick141
nick142	Black Snow Twin Swords	Increases own evasion rate, causing the target to be dazed for 8 points when attacked		n20245	nick142
nick143	Black Snow Twin Swords	When activated, self-evasion rate increases; when attacking, the target suffers 8 points of confusion		n20246	nick143
nick144	First Son of the Winery	Each round increases evasion rate by 1%, up to a maximum of 10%; each round increases critical hit rate by 2%		n60302	nick144
nick145	Second Son of the Winery	Each round, increase dodge rate by 1%, up to a maximum of 10%; each round, increase combo rate and feint rate by 2%		n60303	nick145
nick146	Third Son of the Winery	Each round increases dodge rate by 1%, maximum 10%; additionally, increase combo rate by 5% each round		n60301	nick146
nick147	Winery Master	Each round increases dodge rate by 3%, up to a maximum of 15%; when launching a combo, additionally increase feint rate by 9%		n60304	nick147
nick148	Winery Elder	Each round increases dodge rate by 3%, maximum 15%; when activating combo, additional increase to critical hit rate by 9%		n60305	nick148
nick149	Imperial Guard Commander	Each round, for enemies within a distance of 2 units from oneself, reduce all skill values by 10 points		n60340	nick149
nick150	Mount Diancang Swordsman	After launching a counterattack, the character's attack power increases by 5%, up to a maximum cumulative increase of 50%		n60007	nick150
nick151	Border General	All allied forces on the field receive a 15% damage reduction		n20495,n20495b	nick151
nick152	Wolf Barbarian Grandmaster	For every enemy defeated, restore 30% of your own lifeforce and recover 3 points of energy		n20510	nick152
nick153	Great Yan Imperial Family	Should a counterattack, waiting by the stump for rabbits, or cuckoos after swallows occur, additionally reduce the target's 2 points of energy		n20513	nick153
nick154	Nine-Pouch Elder	When one's lifeforce is less than 60%, attack power increases by 50%; when one's lifeforce is less than 30%, attack power increases by 100%		n20583	nick154
nick155	Taoshi Deputy Chief	After releasing Qi, increase damage of own techniques by 5%, up to a maximum of 30%		n60001	nick155
nick156	Leader of the Taoshi Gang	After activating a critical hit, increase the damage of your techniques by 5%, up to a maximum of 50%		n60002	nick156
nick157	Snake Beggar	After executing a feint, increase the self combo rate by 15%		n60055	nick157
nick158	Farmer without peer	When using the technique Farmhand's Grip, damage increases by 200%		n00017	nick158
nick159	Huxian Yeye	Backsweep deals an additional 15 points of dizziness to the target		n60004,n60004a,n60004b,n60004c	nick159
nick160	Great Benefactor Jing	When the player's lifeforce is below 50%, increase self-dodge and counterattack rates by 15% each round		n60068	nick160
nick500	Knock without end	Blacksmith Shop's Products and Services at an 80% Discount!		Player	
nick501	Without a home to return to	Travel inn's goods and services at an eight-tenth discount!		Player	
nick502	Money is a bit tight	Antique shop products and services are discounted by 20%!		Player	
nick503	Hide the flesh, not the skin	Eighty percent discount on fur shop goods and services!		Player	
nick504	That one helped me chop it up too	The meat shop's products and services are available at an 80% discount!		Player	
nick505	Anything can be collected	General store products and services have an eight-for-seven promotion!		Player	
nick506	Health is strength	Herbal Medicine Shop's Goods and Services are Enjoying an Eighty Percent Discount!		Player	
nick507	Vegetarian	Vegetable Stall's Products and Services at 20% Discount!		Player	
nick508	Delicious and juicy	Watermelon Shop's goods and services at an 80% discount!		Player	
nick509	Kindly go and visit	Retail goods and services at the fish shop are offered at an 80% discount!		Player	
nick510	Ku Teng Lao Shu	Woodcutters' goods and services are offered at an eight percent discount!		Player	
nick511	Got to be decked out in gold	The winery's products and services are offered at an eight percent discount!		Player	
nick512	People regard food as their utmost priority	The canteen's goods and services are offered at an eight-digits discount!		Player	
nick513	Sated with drink and meal	Hotel's goods and services are offered at an 80% discount!		Player	
nick514	House full of gold and jade	Jade Courtyard's goods and services at 80% off!		Player	
nick515	Giants' Friend	The King of Great Apes, Hou San, is now at your disposal!		Player	nick515
nick516	Widow Maker	Wild Boar King 'Widow Maker' at your command!		Player	nick516
nick517	Red Spot	Dragon King Red Spotted is now at your command!		Player	nick517
nick518	White Pattern	Albino Crocodile King, Bai Wen, is now at your command!		Player	nick518
nick519	Brutal Teeth	Wolfs Lord Fang is at your command!		Player	nick519
nick520	White Fang	White Fang the Snow Wolf King is now at your disposal!		Player	nick520
nick521	Iron Axe	Black Bear King Iron Axe is now at your disposal!		Player	nick521
nick522	Silver Palm	White Bear King Silver Palm is now at your disposal!		Player	nick522
nick523	Black Bone	Black Blue Tiger King Hei Gu awaits your command!		Player	nick523
nick524	Nan Batian	White Tiger King Nan Batian is now at your disposal!		Player	nick524
nick525	Chirping incessantly	The Golden Monkey King Cannot Stop Crying is now at your disposal!		Player	nick525
nick526	Ye Ying	Black Panther King Night Shadow is now at your disposal!		Player	nick526
nick527	Shuiying	Snow Leopard King Snow Shadow is now at your disposal!		Player	nick527
nick528	Colossal Tree	Princeps Serpentis Gigantic Wood is now at your disposal!		Player	nick528
nick529	King Kong	Hou San can attract all enemies' attention during battle and remove some of their negative status effects at the end of the round		n80150,n80150a,n80150b,n80150c,n80150d,n80150e	nick529
nick530	Chief Vanguard	Widow Maker's attack causes severe internal injuries to the enemy		n59003,n59003_a01,n59003_a02,n59003_a03,n59003_a04,n59003_a05	nick530
nick531	Master of the River	For every three strikes received, Bai Wen will inevitably counterattack the opponent		n59001d,n59001d_001,n59001d_002,n59001d_003,n59001d_004,n59001d_005	nick531
nick532	Golden Mane	The legendary beast king Golden Mane is now at your disposal!		Player	nick532
nick533	One tooth for one tooth	Black Wolf King's sharp teeth can cause severe external injuries and infectious poison damage to enemies		n59002,n59002_a01,n59002_a02,n59002_a03,n59002_a04,n59002_a05	nick533
nick534	White Fang Flash	White Wolf King has the opportunity to deal two instances of damage to an enemy and inflict additional bleeding wounds		n21125,n21125_a01,n21125_a02,n21125_a03,n21125_a04,n21125_a05	nick534
nick535	Lord of the Marsh	Bloodthirsty Crocodile Red Spots Guild converts 30% of the damage it causes into its own lifeforce		n59001,n59001_01,n59001_02,n59001_03,n59001_04,n59001_05	nick535
nick536	Crashing Mountain Strike	Black Bear King Iron Axe can attract the attention of enemies in battle and has the opportunity to knock them out		n59004,n59004_a01,n59004_a02,n59004_a03,n59004_a04,n59004_a05	nick536
nick537	Break Ice Hammer	White Bear King Silver Palm can attract the enemy's attention in battle and has an opportunity to knock out the enemy		n59004f,n59004f_a01,n59004f_a02,n59004f_a03,n59004f_a04,n59004f_a05	nick537
nick538	Lin Zhi Wang	The Tiger King Black Bone Technique causes significant external damage to enemies and converts 30% of the inflicted damage into one's own lifeforce		n59005f,n59005f_a01,n59005f_a02,n59005f_a03,n59005f_a04,n59005f_a05	nick538
nick539	Lord of the Mountain	The Tiger King Southern Baotian can inflict serious external injuries on enemies and convert 30% of the inflicted damage into his own lifeforce		n59005,n59005_a01,n59005_a02,n59005_a03,n59005_a04,n59005_a05	nick539
nick540	Constantly noisy or clamorous	Every third attack will definitely be a feint, and there is a chance to dodge the enemy's attack		n59006,n59006_a01,n59006_a02,n59006_a03,n59006_a04,n59006_a05	nick540
nick541	Shadow Swift	The shadow can inflict high damage with an external injury effect on enemies, and has a chance to dodge enemy attacks		n59007_B01,n59007_B01a,n59007_B01b,n59007_B01c,n59007_B01d,n59007_B01e	nick541
nick542	Chexi	Snow Shadow can inflict high damage with an external injury effect on enemies and convert a portion of that damage into its own lifeforce		n59007_W01,n59007_W01a,n59007_W01b,n59007_W01c,n59007_W01d,n59007_W01e	nick542
nick543	King of Venom	Each time Gigantum attacks, it does so with deadly poison while also being able to evade enemy attacks during combat		n59008,n59008_001,n59008_002,n59008_003,n59008_004,n59008_005	nick543
nick544	Legendary Beast King	The Beast King Jinzong, unmatched in the world; no one can rival him		n59009,n59009_a01,n59009_a02,n59009_a03,n59009_a04,n59009_a05	nick544
nick600	Beikexia	The name of the Northern Swordsman reverberates across Central Plains, increasing the power of fists, palms, bows, and arrows by 25%, and with a 50% chance to inflict double damage on enemies		n80416,Player	nick600
nick601	Snow Wolf Flying Fox	Snowy Mountain Enigma, unparalleled in blade arts; blade arts' power increases by 30%. All damage skills inflict bleeding		n80417,Player	nick601
nick602	Old Poisoner	Swordsmanship Sage, King of Poison, all skills increase in power by 30%, and every blow carries deadly poison		n80419,Player	nick602
nick603	The Smiling, Proud Wanderer of the Jianghu	Your sword arts gain additional power and increase further with higher martial skill levels, and there is a 20% chance to evade damage during combat		n80420,Player	nick603
nick604	Transcendently Versatile	Your innate talent and intelligence allow you to gain more experience points in battle, and there is a 25% chance for you to dodge damage during combat	(Intelligence,10)	n80421,Player	nick604
nick605	Western Madman	The higher the frenzy value, the stronger the martial arts power, and sword arts power increases by 30%		n80422,Player	nick605
nick606	Teleportation with a Snap of Fingers	Hidden weapon power increases by 40%, with a 30% chance to avoid damage in combat		n80423,Player	nick606
nick607	Compassion in one's heart	All skills' power increases by 40%, and the higher the morality, the stronger the skill's power		n80424,Player	nick607
nick608	Descending Dragon Divine Palm	Power of fists and palms increased by 40%, all damage skills have internal injury effects		n80425,Player	nick608
nick609	Reincarnation Transcendence	All skills' power increases by 30%, and there is a 25% chance to inflict damage on the enemy twice		n80426,Player	nick609
nick610	Legendary Person	All skills' power increases by 50%, and there is a 50% chance to deal damage twice to the enemy	(Intelligence,10)(Physique,10)	n80427,Player	nick610
